nbhoods,Bldg_Type,zoning,Lot_Config,Street,House_Style,Condition_1,Overall_Qual,Overall_Cond,Year_Built,Misc_Val,BsmtFin_Type_1,BsmtFin_Type_2,basement_exp,basement_qual,Total_Bsmt_SF,garage_qual,Garage_Area,area_porch,Low_Qual_Fin_SF,Garage_Type,Garage_Finish,Garage_Cars,Fireplaces,fireplace_qual,Heating_QC,Central_Air,Exter_Qual,Exter_Cond,Pool_Area,major_functional,severe_functional,SalePrice,aleatoria_num,aleatoria_cat,Lot_Area,Gr_Liv_Area,First_Flr_SF,Second_Flr_SF
Crawfor,1Fam,RL,Inside,Pave,2Story,Norm,6,8,1932,0,Rec,Unf,No,Gd,952,TA,360,0,0,Detchd,Unf,2,1,Gd,TA,Y,TA,TA,0,0,0,239000,1.4564300187163632,b,16560,2345,1170,1175
Crawfor,1Fam,RL,Inside,Pave,1.5Fin,Norm,7,9,1950,0,GLQ,Unf,No,TA,832,TA,506,96,0,Attchd,Fin,2,2,TA,Ex,Y,TA,Gd,0,0,0,263400,1.4170888969417428,b,12392,2161,1218,943
Crawfor,1Fam,RL,Inside,Pave,2Story,Norm,7,9,1926,0,Unf,Unf,No,Gd,1276,TA,282,145,0,Detchd,Unf,1,2,Gd,Ex,Y,Gd,TA,0,0,0,234000,2.2537683436544382,c,10918,2080,1276,804
Crawfor,1Fam,RL,Inside,Pave,2Story,Norm,8,6,1934,0,BLQ,Unf,Mn,Gd,965,TA,380,0,0,Basment,Unf,2,2,Gd,TA,Y,TA,TA,0,0,0,359100,-2.010335812756678,b,12168,3194,1940,1254
Crawfor,1Fam,RL,Inside,Pave,2Story,Norm,7,8,1918,0,Unf,Unf,Mn,TA,600,Fa,215,308,0,Detchd,Unf,1,1,Gd,Ex,Y,TA,TA,0,0,0,137000,0.6713819156704032,a,7155,1228,628,600
Crawfor,1Fam,RL,Inside,Pave,2Story,Norm,8,8,1932,0,Rec,Unf,No,Gd,853,TA,440,74,0,Detchd,Unf,2,2,TA,TA,Y,Gd,TA,0,1,0,315000,0.2511433941682781,a,10570,2727,1549,1178
Crawfor,1Fam,RL,Inside,Pave,2Story,Feedr,6,6,1918,0,BLQ,Unf,No,Gd,1370,TA,864,0,0,Detchd,Unf,3,1,Gd,TA,N,TA,TA,0,0,0,239000,0.999946141598768,a,22420,2624,1370,1254
Crawfor,1Fam,RL,CulDSac,Pave,1Story,PosN,6,7,1954,0,BLQ,Unf,No,TA,1296,TA,924,0,0,Detchd,Unf,2,1,Gd,Ex,Y,Gd,TA,0,0,0,224000,1.8284627957236177,c,14778,1640,1640,0
Crawfor,2fmCon,RL,Inside,Pave,1.5Fin,Norm,5,5,1941,0,LwQ,Unf,No,TA,728,TA,528,144,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,140000,0.18391443254337544,c,6221,1355,760,595
Crawfor,1Fam,RL,Inside,Pave,1.5Unf,Norm,5,5,1926,0,Unf,Unf,No,TA,768,TA,200,112,0,Detchd,Unf,1,0,No Fireplace,Fa,N,TA,TA,0,0,0,96500,-2.0445078308439992,b,10594,789,789,0
Crawfor,1Fam,RL,Inside,Pave,1.5Fin,Norm,7,7,1929,0,ALQ,Unf,No,TA,1022,TA,451,0,0,Detchd,Unf,2,1,Gd,Ex,Y,Gd,Gd,0,0,0,218000,-0.5166107287944987,b,8170,1671,1122,549
Crawfor,1Fam,RL,Inside,Pave,2Story,Norm,7,6,1940,0,BLQ,Unf,No,TA,800,TA,240,0,0,Attchd,Unf,1,2,Gd,TA,Y,TA,TA,0,0,0,219500,0.814854807228284,a,13125,1740,960,780
Crawfor,1Fam,RL,Inside,Pave,1.5Fin,Feedr,5,4,1938,0,Unf,Unf,No,TA,884,TA,225,100,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,110000,0.124460363187454,a,9260,1374,932,442
Crawfor,TwnhsE,RM,Inside,Pave,1Story,Norm,7,5,2004,0,GLQ,Unf,Gd,Ex,1594,TA,482,208,0,Attchd,Fin,2,1,Gd,Ex,Y,Gd,TA,0,0,0,250000,0.6001652870553702,b,3811,1646,1646,0
Crawfor,1Fam,RL,Inside,Pave,1.5Fin,Norm,8,9,1935,0,Rec,Unf,Mn,TA,728,TA,1014,12,0,BuiltIn,Unf,3,2,Gd,Ex,Y,TA,Gd,0,0,0,381000,0.34120676056523785,a,14100,3447,1968,1479
Crawfor,1Fam,RL,Corner,Pave,2Story,Norm,8,7,1929,0,Unf,Unf,No,Gd,792,TA,400,0,0,Detchd,Unf,2,2,Gd,Fa,Y,TA,TA,0,0,0,230000,-0.659833063278459,a,11435,1517,792,725
Crawfor,TwnhsE,RM,Corner,Pave,1Story,Artery,8,5,2004,0,GLQ,Unf,Gd,Ex,1594,TA,525,208,0,Attchd,Fin,2,1,Gd,Ex,Y,Gd,TA,0,0,0,246000,-0.5898334314470852,b,3811,1646,1646,0
Crawfor,1Fam,RL,Inside,Pave,2Story,Norm,6,7,1930,0,Unf,Unf,No,TA,697,Fa,365,90,0,Attchd,Unf,2,1,Gd,Ex,Y,TA,TA,0,0,0,210000,0.027810786242338643,a,14210,1801,1104,697
Crawfor,1Fam,RL,Inside,Pave,1.5Fin,Norm,7,7,1936,0,Rec,Unf,No,Gd,1017,Fa,180,322,0,Attchd,Fin,1,1,Gd,Gd,Y,Gd,TA,0,0,0,250000,0.827432477423865,a,11500,2057,1020,1037
Crawfor,1Fam,RL,Inside,Pave,1.5Fin,Norm,4,6,1930,0,GLQ,Unf,No,TA,930,Fa,231,40,0,Detchd,Unf,1,1,TA,Ex,Y,TA,Gd,0,0,0,188000,0.5247826478500226,b,7810,1755,1230,525
Crawfor,Duplex,Others,Inside,Pave,2Story,Norm,5,6,1949,0,BLQ,Unf,No,TA,1001,TA,871,0,0,2Types,Unf,3,0,No Fireplace,TA,N,TA,TA,0,0,0,145000,-0.6544318386306078,c,6270,2002,1001,1001
Crawfor,1Fam,RL,FR2,Pave,SLvl,Norm,7,6,1994,0,GLQ,Unf,No,Gd,423,TA,473,0,0,BuiltIn,RFn,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,203135,0.1481036154420013,b,19645,1652,896,756
Crawfor,1Fam,RL,Inside,Pave,1Story,Norm,6,7,1956,0,ALQ,GLQ,No,TA,1073,TA,470,280,0,Attchd,Fin,2,1,Gd,Ex,Y,TA,TA,0,0,0,230000,-1.0573018468140847,b,14115,1811,1811,0
Crawfor,TwnhsE,RM,Inside,Pave,1Story,Norm,8,5,2004,0,GLQ,Unf,Gd,Ex,1594,TA,525,208,0,Attchd,Fin,2,1,Gd,Ex,Y,Gd,TA,0,0,0,300000,1.5102040212900587,a,3842,1646,1646,0
Crawfor,1Fam,RL,Inside,Pave,1Story,Norm,5,4,1960,0,Rec,Unf,No,TA,1273,TA,307,115,0,Attchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,155000,1.1127696027225835,a,14680,1273,1273,0
Crawfor,1Fam,RL,Inside,Pave,1Story,Norm,6,5,1969,0,Rec,Unf,Av,TA,1844,TA,540,289,0,Attchd,RFn,2,1,TA,Gd,Y,Gd,Gd,0,0,0,223000,1.1221562291801495,a,16381,1844,1844,0
Crawfor,1Fam,RL,Corner,Pave,1.5Fin,Norm,7,9,1939,0,BLQ,Unf,No,TA,798,TA,431,269,0,Attchd,Unf,2,2,TA,Ex,Y,Gd,Gd,0,0,0,311500,-0.44623450275700743,b,15660,1954,1137,817
Crawfor,1Fam,RL,Inside,Pave,1Story,Norm,6,6,1960,0,LwQ,BLQ,No,TA,1561,TA,463,268,0,Attchd,Fin,2,1,Gd,TA,Y,TA,TA,0,0,0,193000,-0.8863750100455828,a,13339,1561,1561,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,4,6,1947,0,LwQ,Unf,No,TA,756,Fa,209,0,362,Detchd,Unf,1,1,TA,Ex,Y,TA,TA,0,0,0,127000,0.0539227449667847,a,9350,1531,1169,0
Edwards,1Fam,RL,Inside,Pave,1Story,Feedr,2,3,1922,0,Unf,Unf,No,TA,498,Fa,216,100,0,Detchd,Unf,1,0,No Fireplace,TA,N,TA,TA,0,0,0,35000,-0.2255324029426879,c,8088,498,498,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,3,3,1914,0,Rec,Unf,No,TA,864,TA,200,96,0,Detchd,Unf,1,0,No Fireplace,TA,N,TA,Fa,0,0,0,58500,0.9594046905337673,b,8212,864,864,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1940,0,ALQ,Unf,Gd,TA,1580,"NA",0,39,0,No Garage,No Garage,0,2,Gd,Ex,Y,TA,TA,0,0,0,260000,1.074670239486293,c,19550,1518,1518,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1951,0,ALQ,Unf,No,Fa,1342,TA,256,0,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,125000,-0.42860282424531015,c,9280,1342,1342,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Artery,5,6,1941,0,LwQ,Rec,Mn,TA,616,TA,200,0,0,Detchd,Unf,1,0,No Fireplace,TA,N,TA,TA,0,0,0,95000,-0.15988636506515336,c,9084,1111,616,495
Edwards,1Fam,RL,Corner,Pave,1.5Fin,Artery,6,5,1924,0,Unf,Unf,No,TA,572,"NA",0,136,0,No Garage,No Garage,0,0,No Fireplace,Fa,N,TA,TA,0,0,0,79000,0.8160101616569099,c,9600,1096,572,524
Edwards,Duplex,RL,Corner,Pave,1Story,Norm,4,3,1955,0,"NA","NA","NA","NA",0,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,N,TA,TA,0,0,0,61500,1.8198543166198282,c,6882,1152,1152,0
Edwards,1Fam,RL,Corner,Pave,SLvl,Norm,6,7,1959,0,ALQ,Unf,Av,TA,1019,TA,312,163,0,Basment,RFn,1,1,Gd,Gd,Y,TA,TA,0,0,0,177000,0.4756430962106475,b,11512,1357,1357,0
Edwards,1Fam,RL,CulDSac,Pave,1Story,Norm,4,5,1954,0,"NA","NA","NA","NA",0,Fa,498,200,0,Attchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,122000,0.3615244642035948,c,15635,1383,1383,0
Edwards,1Fam,RL,Corner,Pave,1Story,Norm,6,7,1950,0,ALQ,Unf,Av,TA,1202,TA,576,68,0,Attchd,Unf,2,1,Gd,TA,Y,TA,TA,0,0,0,243000,0.4369898592417566,c,12615,2158,2158,0
Edwards,Duplex,RL,Inside,Pave,1Story,Norm,5,5,1959,0,Unf,Unf,No,TA,1678,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,Y,TA,TA,0,0,0,119900,-0.28052991508030706,c,10926,1678,1678,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,4,1954,0,Rec,Unf,No,TA,954,TA,609,30,0,2Types,Unf,2,1,Gd,Ex,Y,TA,TA,0,0,0,125000,-0.6077657255567788,b,16012,1482,1482,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1959,0,"NA","NA","NA","NA",0,TA,624,372,0,Attchd,Unf,2,2,Gd,TA,Y,TA,TA,0,0,0,284700,1.3062876322677592,c,47007,3820,3820,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,5,1940,0,BLQ,Unf,No,TA,861,TA,539,0,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,82500,-0.6814659197441189,c,12342,861,861,0
Edwards,1Fam,RL,CulDSac,Pave,1Story,Norm,4,3,1957,0,"NA","NA","NA","NA",0,TA,290,0,0,Detchd,Unf,1,0,No Fireplace,Ex,N,TA,Gd,0,0,0,84000,-0.48937305871913517,c,11500,845,845,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,7,1924,0,BLQ,Unf,No,TA,784,TA,392,236,0,Attchd,Unf,1,0,No Fireplace,Gd,Y,TA,Gd,0,0,0,104900,-0.08927904288350652,a,9738,1221,949,272
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,3,1958,0,Unf,Unf,No,TA,1276,TA,350,0,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,Fa,0,0,0,60000,0.5018583689891956,c,9571,1276,1276,0
Edwards,TwnhsE,RM,Inside,Pave,SFoyer,Norm,6,5,2005,0,GLQ,Unf,Gd,Gd,547,TA,525,44,0,Basment,Fin,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,140000,0.5926199484441447,c,3675,1072,1072,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1935,0,"NA","NA","NA","NA",0,TA,260,121,0,Detchd,Unf,1,1,TA,TA,N,TA,TA,0,0,0,125000,-0.3944383875373794,a,8250,1032,1032,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,7,1938,0,Unf,Unf,No,TA,585,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,Gd,Y,TA,TA,0,0,0,120000,0.43600241643507553,b,12180,1053,585,468
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,6,1963,0,BLQ,LwQ,No,TA,1088,TA,520,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,Gd,0,0,0,110000,-0.16366328949640238,c,8308,1088,1088,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,3,4,1938,450,BLQ,LwQ,Mn,TA,972,TA,480,60,0,Attchd,RFn,1,1,Gd,TA,Y,TA,TA,0,0,0,124000,0.3877802643448542,b,18600,1610,1052,558
Edwards,1Fam,Others,Inside,Pave,2Story,Artery,6,6,1925,0,BLQ,Unf,No,TA,672,TA,300,0,0,Detchd,Unf,1,0,No Fireplace,TA,N,TA,Gd,0,0,0,103600,0.5691921722631464,b,6629,1369,697,672
Edwards,1Fam,RL,Inside,Pave,SLvl,Norm,5,5,1962,0,ALQ,Rec,Gd,TA,1776,TA,528,397,0,Attchd,Fin,2,1,Fa,Ex,Y,TA,TA,0,0,0,182000,-0.1524255228812472,c,11679,1560,1560,0
Edwards,Duplex,RL,CulDSac,Pave,SFoyer,Norm,6,5,1975,0,GLQ,Unf,Gd,Gd,945,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,Y,TA,TA,0,0,0,127500,-0.23632390121927838,c,9400,980,980,0
Edwards,Duplex,RL,CulDSac,Pave,2Story,Norm,5,6,1979,0,"NA","NA","NA","NA",0,TA,579,0,0,Attchd,Fin,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,141000,-0.2015621789488423,a,9555,2233,1100,1133
Edwards,1Fam,RL,Corner,Pave,1Story,Norm,6,5,2009,0,GLQ,Unf,Mn,Gd,1212,TA,460,22,0,Attchd,RFn,2,0,No Fireplace,Ex,Y,TA,TA,0,0,0,186000,1.2309022830459033,c,10420,1212,1212,0
Edwards,1Fam,RL,FR2,Pave,1.5Fin,Feedr,5,3,1910,0,Unf,Unf,No,TA,658,"NA",0,151,0,No Garage,No Garage,0,0,No Fireplace,TA,Y,TA,Fa,0,0,0,81000,-1.1592580975317925,a,8410,1184,658,526
Edwards,Twnhs,RM,Inside,Pave,2Story,Norm,6,5,2004,0,Unf,Unf,No,Gd,970,TA,380,40,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,Gd,TA,0,1,0,130000,0.21990470851882346,c,2522,1709,970,739
Edwards,Duplex,RL,Inside,Pave,1Story,Norm,4,5,1955,0,"NA","NA","NA","NA",0,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,N,TA,TA,0,0,0,82000,0.13974819111049758,b,6040,1152,1152,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,6,5,1939,0,Rec,Unf,Mn,TA,560,TA,280,0,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,105000,0.5707055380187939,a,9060,1258,698,560
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,6,1956,0,ALQ,Unf,No,TA,1134,TA,284,0,0,Attchd,RFn,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,135000,-1.5444574608799688,a,17140,1229,1229,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,7,5,2009,0,GLQ,Unf,Gd,Gd,1508,TA,572,0,0,Attchd,RFn,2,2,TA,Ex,Y,Gd,TA,0,0,0,308030,1.3025652393165277,b,17485,1508,1508,0
Edwards,1Fam,Others,Inside,Pave,1Story,Norm,3,6,1931,0,Rec,Unf,No,TA,544,"NA",0,286,0,No Garage,No Garage,0,0,No Fireplace,Ex,Y,TA,TA,0,0,0,79000,0.7074876850926094,c,4270,774,774,0
Edwards,Duplex,RL,Inside,Pave,1Story,Norm,5,5,1987,0,GLQ,Unf,Gd,Gd,1200,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,Y,TA,Gd,0,0,0,179000,-1.3737738667916168,b,10800,1200,1200,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,8,1900,0,Rec,BLQ,No,TA,861,TA,384,242,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,119000,2.08768090085276,c,8405,1367,961,406
Edwards,1Fam,RL,Corner,Pave,1Story,Norm,5,5,2006,0,Unf,Unf,No,Gd,1125,TA,430,64,0,Attchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,155000,0.43978751414684514,b,8536,1125,1125,0
Edwards,Duplex,RL,Inside,Pave,1Story,Norm,5,5,1965,0,"NA","NA","NA","NA",0,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,N,TA,TA,0,0,0,100000,0.7911021296375549,b,9825,1664,1664,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1965,0,BLQ,LwQ,No,TA,1256,TA,276,68,0,Attchd,Fin,1,0,No Fireplace,Gd,Y,Gd,TA,0,0,0,147500,-1.247390482404372,b,9937,1256,1256,0
Edwards,1Fam,RL,CulDSac,Pave,1Story,Norm,3,5,1955,0,"NA","NA","NA","NA",0,TA,452,0,0,Attchd,Unf,2,1,Gd,Ex,Y,TA,TA,0,0,0,139600,-0.002800444456321704,b,13680,1733,1733,0
Edwards,1Fam,RL,CulDSac,Pave,1Story,Norm,4,5,1958,0,"NA","NA","NA","NA",0,TA,308,60,0,Detchd,Unf,1,0,No Fireplace,TA,N,TA,TA,0,0,0,80000,-0.5638042898837785,c,11515,943,943,0
Edwards,1Fam,RL,Inside,Pave,2Story,Norm,6,7,1976,0,ALQ,Unf,Av,TA,684,TA,440,0,0,Attchd,Fin,2,1,TA,TA,Y,TA,TA,0,0,0,160500,1.1663477675578269,b,7200,1398,684,714
Edwards,TwnhsE,RM,Inside,Pave,SLvl,Norm,5,5,2005,0,GLQ,Unf,Gd,Gd,547,TA,525,28,0,Basment,Fin,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,145000,-0.47982629918386027,a,3675,1072,1072,0
Edwards,Duplex,RL,Inside,Grvl,SFoyer,Norm,6,5,1990,0,GLQ,Unf,Av,Gd,816,"NA",0,32,0,No Garage,No Garage,0,0,No Fireplace,TA,Y,TA,Gd,0,0,0,118500,1.7747623904385212,c,11841,816,816,0
Edwards,1Fam,RL,Corner,Pave,SFoyer,Norm,7,5,2003,0,"NA","NA","NA","NA",0,TA,672,177,0,BuiltIn,RFn,2,1,Ex,Ex,Y,Gd,TA,0,0,0,198500,0.8212503955969253,c,7301,1922,495,1427
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,6,5,1953,0,Rec,Unf,Mn,TA,1094,TA,495,287,0,Attchd,RFn,2,2,Gd,Ex,Y,TA,TA,0,0,0,155000,0.875787714982864,c,10452,1094,1094,0
Edwards,1Fam,RL,Corner,Pave,2Story,Norm,6,7,1928,0,Unf,Unf,No,TA,672,TA,795,222,0,2Types,Unf,3,2,Gd,Ex,Y,TA,TA,0,0,0,235000,0.45918420768041346,a,19950,2009,1337,672
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,5,1942,0,LwQ,Unf,No,TA,799,TA,215,0,0,BuiltIn,Unf,1,2,TA,Ex,N,TA,TA,0,0,0,128000,1.1310379930013335,b,6488,1150,799,351
Edwards,1Fam,RL,Corner,Pave,1Story,Feedr,5,8,1922,0,Unf,Unf,No,Fa,864,"NA",0,96,0,No Garage,No Garage,0,0,No Fireplace,Ex,Y,TA,TA,0,0,0,99900,1.0678716697442943,b,4060,864,864,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,5,1951,0,LwQ,Unf,No,Fa,836,TA,396,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,102000,-1.0255188189788702,a,8877,1220,1220,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,6,1946,0,BLQ,Unf,No,TA,768,TA,240,0,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,130500,0.37018793966022495,a,11767,1200,768,432
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,4,4,1922,0,Unf,Unf,No,TA,864,"NA",0,112,450,No Garage,No Garage,0,1,Gd,TA,N,TA,TA,0,0,0,83000,-1.9224455822170374,c,8248,1414,964,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,5,2005,0,ALQ,Unf,No,Ex,1090,TA,450,49,0,Attchd,Fin,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,157000,-0.5317678098098826,b,7024,1090,1090,0
Edwards,1Fam,RL,Inside,Pave,SLvl,Norm,6,6,1975,0,ALQ,Unf,Av,TA,1008,TA,352,0,0,Detchd,Unf,1,1,Fa,TA,Y,TA,TA,0,0,0,125200,0.5268125263356265,b,6305,1096,1096,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1959,0,Rec,ALQ,Av,TA,960,TA,392,35,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,131750,-0.07828956709332706,a,6400,960,960,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,5,1966,0,Rec,Unf,No,TA,1092,TA,264,161,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,123000,0.14004104136192,b,9825,1092,1092,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1956,0,Rec,Unf,Av,TA,1509,TA,322,576,0,Attchd,Unf,1,1,TA,TA,Y,TA,TA,0,0,0,159900,0.10461085328756291,a,9571,1509,1509,0
Edwards,1Fam,RL,Corner,Pave,1.5Fin,Norm,6,8,1920,800,Unf,Unf,Mn,TA,684,TA,528,46,0,Detchd,Unf,2,0,No Fireplace,Gd,Y,TA,TA,0,0,0,110000,0.004084920354422812,a,12354,1196,684,512
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1925,0,Rec,Unf,No,TA,864,"NA",0,96,0,No Garage,No Garage,0,0,No Fireplace,TA,N,TA,TA,0,0,0,98000,1.5237165453231862,a,5604,864,864,0
Edwards,1Fam,RL,Inside,Pave,2Story,PosN,10,5,2007,0,GLQ,Unf,Gd,Ex,3138,TA,884,406,0,BuiltIn,Fin,3,1,Gd,Ex,Y,Ex,TA,0,0,0,184750,1.0008737538137351,b,40094,4676,3138,1538
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,6,1925,0,ALQ,BLQ,No,TA,901,TA,576,143,0,Detchd,Unf,2,1,Gd,TA,Y,TA,Gd,0,0,0,122000,-0.4290029738268644,a,16287,1351,901,450
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,6,1957,0,Rec,Unf,Av,TA,1216,TA,364,78,0,Basment,Unf,1,1,Gd,Ex,Y,TA,TA,0,0,0,144500,0.4643852197816983,a,8562,1526,1526,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,6,6,1976,0,BLQ,Unf,No,TA,1127,TA,480,138,0,Detchd,Unf,2,1,Po,TA,Y,TA,TA,0,0,0,135000,0.9506030352014001,b,6500,1127,1127,0
Edwards,Duplex,RL,Inside,Pave,1Story,Norm,4,5,1955,0,"NA","NA","NA","NA",0,"NA",0,0,0,No Garage,No Garage,0,0,No Fireplace,TA,N,TA,TA,0,0,0,82500,0.05787087580339845,c,6845,1152,1152,0
Edwards,2fmCon,RL,Inside,Pave,2Story,Norm,5,7,1910,0,GLQ,Unf,Gd,Gd,1117,"NA",0,148,0,No Garage,No Garage,0,0,No Fireplace,TA,Y,TA,TA,0,0,0,107500,-1.107758503424813,c,7000,1347,820,527
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,7,1946,0,"NA","NA","NA","NA",0,TA,308,0,0,Detchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,84900,-0.3812931532128488,b,11100,930,930,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,6,1951,0,LwQ,Unf,Mn,TA,1080,TA,253,68,0,Attchd,Unf,1,1,Gd,TA,N,TA,TA,0,0,0,136500,0.2827719526341962,b,11100,1480,1080,400
Edwards,1Fam,RL,CulDSac,Pave,1Story,Norm,5,6,1968,0,ALQ,Unf,Gd,Gd,1196,TA,336,168,0,Attchd,RFn,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,144000,-1.166409468704704,c,10044,1196,1196,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,7,1955,0,Unf,Unf,No,TA,816,TA,300,265,0,Attchd,Unf,1,0,No Fireplace,TA,Y,TA,Gd,0,0,0,135500,0.5384900016603952,c,16466,1393,872,521
Edwards,1Fam,RL,Corner,Pave,1Story,Norm,5,5,1920,400,ALQ,Unf,No,TA,458,Fa,366,77,0,Basment,Unf,1,0,No Fireplace,Fa,N,TA,TA,0,0,0,83000,-0.46062912805204165,b,10625,835,835,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,5,7,1952,0,LwQ,ALQ,Mn,Ex,980,TA,308,0,0,Detchd,Unf,1,0,No Fireplace,Fa,Y,TA,TA,0,0,0,123500,-0.81397324462971965,a,6420,1148,1148,0
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,5,6,1940,0,ALQ,Unf,No,TA,756,TA,240,0,0,Detchd,Unf,1,0,No Fireplace,Fa,N,TA,TA,0,0,0,126000,0.2965708694521722,b,8160,1134,756,378
Edwards,1Fam,RL,Inside,Pave,1.5Fin,Norm,6,6,1954,0,BLQ,Unf,No,TA,988,TA,332,0,0,Attchd,Unf,1,0,No Fireplace,Ex,Y,TA,TA,0,0,0,154000,0.9764597501524322,a,10512,1626,988,638
Edwards,1Fam,RL,CulDSac,Pave,1Story,Norm,5,3,1964,0,Unf,Unf,Mn,TA,1250,TA,504,144,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,TA,Fa,0,0,0,114000,-0.4194914133404726,a,11200,1298,1298,0
Edwards,1Fam,RL,Inside,Pave,2Story,Norm,5,8,1948,0,GLQ,Unf,No,TA,896,TA,230,0,0,Attchd,Unf,1,0,No Fireplace,Ex,Y,TA,Gd,0,0,0,225000,0.5361937248274291,c,7800,2008,1112,896
Edwards,Twnhs,RM,Inside,Pave,2Story,Norm,7,5,2004,0,Unf,Unf,No,Gd,970,TA,380,40,0,Detchd,Unf,2,0,No Fireplace,Ex,Y,Gd,TA,0,1,0,134000,0.30911522700662514,a,2522,1709,970,739
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,5,1959,0,LwQ,Rec,No,TA,876,TA,320,0,0,Detchd,Unf,1,0,No Fireplace,TA,Y,TA,TA,0,0,0,85000,0.056289167297364585,a,6410,876,876,0
Edwards,1Fam,RL,Inside,Pave,1Story,Norm,4,5,1955,0,ALQ,Unf,No,TA,864,TA,528,0,0,Detchd,Unf,2,0,No Fireplace,TA,Y,TA,TA,0,0,0,79275,0.1746612137509214,c,8172,864,864,0
